captured_date,market,market_name,rank,rank_change,track_name,artist_names,artist_spotify_ids,track_spotify_id,image_url
2026-02-03,kr,South Korea,14,–,yours,데이먼스 이어 Damons year,2T5KKZuEEudb7alCJ1pCus,7JQH2lBMZ10ztDnpoeq6Ki,https://i.scdn.co/image/ab67616d00001e02cccd0bf2843a65a3d45ea190
2026-02-03,kr,South Korea,15,–,Closely Far Away,"Car, the garden",7c1HgFDe8ogy5NOZ1ANCJQ,7wLJ4xzxNss5abZ1kXs242,https://i.scdn.co/image/ab67616d00001e025715142fe7cecb7729304426
2026-02-03,kr,South Korea,16,–,Blue Valentine,NMIXX,28ot3wh4oNmoFOdVajibBl,4i0HNuFEH6P6K4UnsY5uUh,https://i.scdn.co/image/ab67616d00001e02ee26bd5ae483fc54e6ef9e74
2026-02-03,kr,South Korea,17,1,STYLE,Hearts2Hearts,1ZLU77nRzQIaP23mVSYpCQ,5EoV2HmAlkqN1XvsIjOBZZ,https://i.scdn.co/image/ab67616d00001e02610f16f9c84e85158baa0384
2026-02-03,kr,South Korea,18,2,사랑은 봄비처럼...이별은 겨울비처럼,Lim Hyun Jung,7qUALZhWSQIwqTw1auwwCc,2cCC4S226r1tws0d2vDDdO,https://i.scdn.co/image/ab67616d00001e022c8ba0a91829187cd7f27870
2026-02-03,kr,South Korea,19,2,Winter Ahead (with PARK HYO SHIN),V; Park Hyo Shin,3JsHnjpbhX4SnySpvpa9DK; 57htMBtzpppc1yoXgjbslj,7G7mSV4BebkoHWwKTDvXu9,https://i.scdn.co/image/ab67616d00001e0216ba2a3622bd0d0d985e3234
2026-02-03,kr,South Korea,20,1,Endangered Love,LEE CHANHYUK,4RkTSLr5Qf79FfUkeaDKbl,06o2o3TpyR8eGU2ANK21Lp,https://i.scdn.co/image/ab67616d00001e02c675edee6479e3f798d90716
2026-02-03,kr,South Korea,21,6,Drowning,WOODZ,6y9nlaoynxSvoTGY09Vdcy,4xeugB5MqWh0jwvXZPxahq,https://i.scdn.co/image/ab67616d00001e02e87a41550ee1b24be3e6e1fb
2026-02-03,kr,South Korea,22,1,Golden,HUNTR/X; EJAE; AUDREY NUNA; REI AMI; KPop Demon Hunters Cast,2yNNYQBChuox9A5Ka93BIn; 0RMJOzHDhAKY1o2j0W0vxY; 0Wwji82sLA0Hcvtuak3omb; 6U1dV7aL68N7Gb0Naq34V5; 7mW7Tv7NvywKKXqafZo0Lc,1CPZ5BxNNd0n0nF4Orb9JS,https://i.scdn.co/image/ab67616d00001e024dcb6c5df15cf74596ab25a4
2026-02-03,kr,South Korea,23,2,toxic till the end,ROSÉ,3eVa5w3URK5duf6eyVDbu9,1z5ebC9238uGoBgzYyvGpQ,https://i.scdn.co/image/ab67616d00001e027be65ce6672ed7e5aac6e966
2026-02-03,kr,South Korea,24,2,JANE DOE,Kenshi Yonezu; Hikaru Utada,1snhtMLeb2DYoMOcVbb8iB; 7lbSsjYACZHn1MSDXPxNF2,4oE7MyJhqSD3BaHRpNs8Nl,https://i.scdn.co/image/ab67616d00001e028131aa99fb87ff0e9c511851
2026-02-03,kr,South Korea,25,1,너,SYSTEM SEOUL; ycs,1YBOO3E40cq9VVNUHeQGDm; 15Wmgj7GkO1EPXq9hZPnh6,3b4YlIUpzYs3CZ6s9GVmzT,https://i.scdn.co/image/ab67616d00001e020fae4a40833162d85b5b6acb
2026-02-03,kr,South Korea,26,4,Billyeoon Goyangi (Do the Dance),ILLIT,36cgvBn0aadzOijnjjwqMN,4p0uVFAXKUISu8yp9gNtWE,https://i.scdn.co/image/ab67616d00001e02f24755716ee6789fa094112c
2026-02-03,kr,South Korea,27,2,Pretender,OFFICIAL HIGE DANDISM,5Vo1hnCRmCM6M4thZCInCj,15HNdxGKNCIO9pgaY4n7FU,https://i.scdn.co/image/ab67616d00001e02fc273337d7aafc7e907c383d
2026-02-03,kr,South Korea,28,4,The Snowman,Jung Seung Hwan,7l8rOFwZFQ3G0sgZ7gjGng,6HgeeiHqVpxxFCB0bjBRT6,https://i.scdn.co/image/ab67616d00001e02dec4d6dd3add76484226a051
2026-02-03,kr,South Korea,29,7,Forever Has Always Been,Redoor,5xhi1KB7WkPiTYb5Fm3YvS,3tbHqU6PKS2bIGWx9cn082,https://i.scdn.co/image/ab67616d00001e02149023dcdf178cffc8b994c3
2026-02-03,kr,South Korea,30,5,Whiplash,aespa,6YVMFz59CuY7ngCxTxjpxE,7Cnpb1vBbC46RgVyyKLH7p,https://i.scdn.co/image/ab67616d00001e02e467a8e8d7b0aa92d354aa75
2026-02-03,kr,South Korea,31,3,Eternal Moment,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,2aSfmbpproCPOe2j01WT2a,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,32,9,Magnetic,ILLIT,36cgvBn0aadzOijnjjwqMN,1aKvZDoLGkNMxoRYgkckZG,https://i.scdn.co/image/ab67616d00001e02f037c5fb9de6c78726cb8e2c
2026-02-03,kr,South Korea,33,1,ONE MORE TIME,ALLDAY PROJECT,4gEMn0YPOdotLOygnk0Ng2,7FyKqLLICVzwBiAUtbVYUW,https://i.scdn.co/image/ab67616d00001e02d5261d9fdc59e65f33a8b196
2026-02-03,kr,South Korea,34,3,ヒロイン,back number,6rs1KAoQnFalSqSU4LTh8g,3hBAYbAECEix9raaTq8S3H,https://i.scdn.co/image/ab67616d00001e0259a14a1d53eb5610f84c8382
2026-02-03,kr,South Korea,35,2,Good Goodbye,HWASA,7bmYpVgQub656uNTu6qGNQ,3cLXrotzCjYCkN73PewALM,https://i.scdn.co/image/ab67616d00001e02f7ec5c454a78dfb0086c0c97
2026-02-03,kr,South Korea,36,2,JUMP,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,5H1sKFMzDeMtXwND3V6hRY,https://i.scdn.co/image/ab67616d00001e026224d1236b0e0a0e1586efbb
2026-02-03,kr,South Korea,37,3,SPAGHETTI,LE SSERAFIM; j-hope,4SpbR6yFEvexJuaBpgAU5p; 0b1sIQumIAsNbqAoIClSpy,2N9miXnewVmUrgl6JSK1FI,https://i.scdn.co/image/ab67616d00001e026c4a726c271daf4a4b97e35b
2026-02-03,kr,South Korea,38,2,Heavenly Ever After,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,7kjVCymE7vn0HizmGCGFWQ,https://i.scdn.co/image/ab67616d00001e028959826653e37902d6413ab9
2026-02-03,kr,South Korea,39,–,ULSSIGU,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,651GMkAaR0JbpzZXRvdQ3D,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,40,1,FAMOUS,ALLDAY PROJECT,4gEMn0YPOdotLOygnk0Ng2,40UVUuyy5RfpO0awclCttA,https://i.scdn.co/image/ab67616d00001e02a4856db749b2c84758a7680e
2026-02-03,kr,South Korea,41,4,벌써 일년,Brown Eyes,6O7LgtO6NKOOOudzRayUfJ,373fb3tsAbcShtD2RZ8edv,https://i.scdn.co/image/ab67616d00001e02d04eaf92f704aaf61c686b48
2026-02-03,kr,South Korea,42,5,Standing Next to You,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,2KslE17cAJNHTsI2MI0jb2,https://i.scdn.co/image/ab67616d00001e02741fd4807f442af3f7359316
2026-02-03,kr,South Korea,43,1,Love Language,Kim Min Seok (MeloMance),3CHn74oCO6xiThDGQcDMeA,6w9SgpKIzB54R2xHml1UPP,https://i.scdn.co/image/ab67616d00001e025843a249f88fed1b0ef716e1
2026-02-03,kr,South Korea,44,1,Ditto,NewJeans,6HvZYsbFfjnjFrWF950C9d,3r8RuvgbX9s7ammBn07D3W,https://i.scdn.co/image/ab67616d00001e02edf5b257be1d6593e81bb45f
2026-02-03,kr,South Korea,45,24,"How can I love the heartbreak, you're the one I love",AKMU,6OwKE9Ez6ALxpTaKcT5ayv,0hqj5JBnFt1BHEz2UCFwrl,https://i.scdn.co/image/ab67616d00001e02d41cdd1f3e033a0ea1642112
2026-02-03,kr,South Korea,46,1,Moonwalkin',LNGSHOT,2F4oTJOWkcD1JaTeKEa9h6,46V2ciN6F5bxjQWityNhkY,https://i.scdn.co/image/ab67616d00001e029ae175cd44e09688bb7c0f4f
2026-02-03,kr,South Korea,47,3,Unread Message,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,4CRhJHHbH9Awx7z7xRAdPP,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,48,2,Wild flower,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,0CWk3LG8MXMA3TE61y5zPB,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,49,3,OVERDRIVE,TWS,4GgBKgxhc649frZDHcXIEz,5qAfVxNUxjrELshgTpWxLf,https://i.scdn.co/image/ab67616d00001e0240d19cd64593d7d7d2ff13eb
2026-02-03,kr,South Korea,50,2,Left in the Rain,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,1TPHGTbSlEiZh9MvQDpMcY,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,51,2,A Letter,BUMJIN,3vljSA6N2aSE8U3OhNFkPy,0VdwOoAKPe9aGahkpllfkH,https://i.scdn.co/image/ab67616d00001e02392694f88c4df7367d0641f0
2026-02-03,kr,South Korea,52,9,Die With A Smile,Lady Gaga; Bruno Mars,1HY2Jd0NmPuamShAr6KMms; 0du5cEVh5yTK9QJze8zA0C,7so0lgd0zP2Sbgs2d7a1SZ,https://i.scdn.co/image/ab67616d00001e02b0860cf0a98e09663c82290c
2026-02-03,kr,South Korea,53,5,GO!,CORTIS,1ebt9HnXdyYA6KgLXr1n4P,6OWWZtNQORY1McaZmOrwhc,https://i.scdn.co/image/ab67616d00001e024b56a34b0c2b3798fd46f855
2026-02-03,kr,South Korea,54,5,The Chase,Hearts2Hearts,1ZLU77nRzQIaP23mVSYpCQ,68UrZQUuO3O6eUiD226xHg,https://i.scdn.co/image/ab67616d00001e02d346fc1102eb417305b5358b
2026-02-03,kr,South Korea,55,11,Be Mine,Jimin,1oSPZhvZMIrWW5I41kPkkY,3LWVXp636uLT356Rj08Jaz,https://i.scdn.co/image/ab67616d00001e02f02c451189a709b9a952aaec
2026-02-03,kr,South Korea,56,–,HYPNOTIZE,XG,0LOK81e9H5lr61HlGGHqwA,3fEX9NgOeklq816Fw00uoo,https://i.scdn.co/image/ab67616d00001e0224272a7f97cf5b5f8fcb60e0
2026-02-03,kr,South Korea,57,6,Melody for You,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,7hYI4QprQ3hMqp56ul6uEv,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,58,3,DUET,ZICO; Lilas,4XpUIb8uuNlIWVKmgKZXC0; 1qM11R4ylJyQiPJ0DffE9z,0M4O6UEu4F9SxImTsBuX9n,https://i.scdn.co/image/ab67616d00001e0276b859d6874da8750df6608a
2026-02-03,kr,South Korea,59,–,Every moment of you,Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,6piGysTzX1hCj2l0mygEl9,https://i.scdn.co/image/ab67616d00001e026b3a05b16a6d0114727b6f65
2026-02-03,kr,South Korea,60,43,"Even if you leave,",HANRORO,5wVJpXzuKV6Xj7Yhsf2uYx,7sxUb59tfiuzagetBF47AN,https://i.scdn.co/image/ab67616d00001e02b32b8010f02ba67921bbbf5f
2026-02-03,kr,South Korea,61,7,Wonderful Life,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,2penachGpHAHaMQGo1j1Tz,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,62,12,White Memories,fromis_9,24nUVBIlCGi4twz4nYxJum,7hCdtQsaKCBXrITaPNK2iE,https://i.scdn.co/image/ab67616d00001e02cd70af8bd71cc639256fa2f4
2026-02-03,kr,South Korea,63,2,Lemon,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,04TshWXkhV1qkqHzf31Hn6,https://i.scdn.co/image/ab67616d00001e02775e8184725e0fb89337dd9a
2026-02-03,kr,South Korea,64,41,Forest,Choi Yu Ree,6qvVoPGEqNCyYSjYCgfV1v,33xRp6ZX1DKraRFHR9ZDck,https://i.scdn.co/image/ab67616d00001e026012b2482accbd98980ad1c5
2026-02-03,kr,South Korea,65,6,If I have you only (My love X Nerd Connection),Nerd Connection,5WKUZJPvN1SScyggtPFShK,3TQHPUEVdvdq8ejwEcHUlL,https://i.scdn.co/image/ab67616d00001e0220daf4f9c25cbe0bc384e606
2026-02-03,kr,South Korea,66,3,Hype Boy,NewJeans,6HvZYsbFfjnjFrWF950C9d,0a4MMyCrzT0En247IhqZbD,https://i.scdn.co/image/ab67616d00001e029d28fd01859073a3ae6ea209
2026-02-03,kr,South Korea,67,10,"I’m sorry, But…",Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,5qCu3KDSEoojJ4Rh5OzHm3,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,68,12,Antifreeze,Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,1osW08ygBwopWmjWzqWbfJ,https://i.scdn.co/image/ab67616d00001e02627b4da419bddabfce86f98e
2026-02-03,kr,South Korea,69,9,I’m HERO,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,2TOpItg5NsMsFV58nZm5XN,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,70,28,"Every day, Every Moment",Paul Kim,4qRXrzUmdy3p33lgvJEzdv,3Ml2s37uS9jqRM2R3bfDiB,https://i.scdn.co/image/ab67616d00001e0290a98780fb70dde769f9e61a
2026-02-03,kr,South Korea,71,10,AH AH (feat. Sik-K),NOWIMYOUNG; Sik-K,66LxteaHD7NvxCnkQoyw2G; 5DIi2JWfQPTKffaVBlIYRn,12A7D36p9PqK66yVlfpYa4,https://i.scdn.co/image/ab67616d00001e029f779292c1a396e8a9d9e196
2026-02-03,kr,South Korea,72,2,3D (feat. Jack Harlow),Jung Kook; Jack Harlow,6HaGTQPmzraVmaVxvz6EUc; 2LIk90788K0zvyj2JJVwkJ,01qFKNWq73UfEslI0GvumE,https://i.scdn.co/image/ab67616d00001e0299583bb32b47e87d55c6064b
2026-02-03,kr,South Korea,73,–,AIZO,King Gnu,6wxfx1yhyqjCPYwwxJktR2,65X2koe1LhDgQmRkNdJFv9,https://i.scdn.co/image/ab67616d00001e02120734724ff398a2d812f982
2026-02-03,kr,South Korea,74,28,나였으면,Na Yoon Kwon,49fyJl5wIzI5GtRuCKxKRw,7sp5iTQjB7GHXX4TKrhOaO,https://i.scdn.co/image/ab67616d00001e022ccd9df5630a4e1806dbb291
2026-02-03,kr,South Korea,75,13,TOMBOY,HYUKOH,57okaLdCtv3nVBSn5otJkp,6DA7kCWYMggJjqPM84V2Ng,https://i.scdn.co/image/ab67616d00001e026b0b72f94905f2321564a20f
2026-02-03,kr,South Korea,76,3,Delulu,KiiiKiii,63sat2XSMKdwKfqspmYQKP,3BWXNAPGGWhCJwsOFolnBB,https://i.scdn.co/image/ab67616d00001e020cc65398388cbc486fa4fff7
2026-02-03,kr,South Korea,77,5,1:05,The Black Skirts,6WeDO4GynFmK4OxwkBzMW8,4bjNOhOMvqFPflwHIaS7Fw,https://i.scdn.co/image/ab67616d00001e0210b3ebc65d2f65964cf461d8
2026-02-03,kr,South Korea,78,11,Don’t look back at me,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,7ohibqc88AbCOYqCqjcE1a,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,79,45,How To Go On,HANRORO,5wVJpXzuKV6Xj7Yhsf2uYx,0orRPUR6XYEknr7oLFkk5w,https://i.scdn.co/image/ab67616d00001e0220e0fbaeb372aa0d5747cbed
2026-02-03,kr,South Korea,80,10,A Song For Us,Lim Young Woong,75MOYjGEyyH5U4ZFHOPvxR,1gSYptPgZodmxwSXqeCKSF,https://i.scdn.co/image/ab67616d00001e02f207933160e8018901f665b2
2026-02-03,kr,South Korea,81,3,KICK BACK,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,7oYCBKvdjrqp5vDbhDBuac,https://i.scdn.co/image/ab67616d00001e0203d3216d6c463f993c96c9c7
2026-02-03,kr,South Korea,82,–,Rich Man,aespa,6YVMFz59CuY7ngCxTxjpxE,1sUjTLLCJzcxC15GUBrOlg,https://i.scdn.co/image/ab67616d00001e02810f7ac94531092b64accd66
2026-02-03,kr,South Korea,83,–,Before spring ends（在春天消失之前）,Wang OK; 李天责,21QQNTzqULHjiaDKaZepRP; 1i1GIYkaUE0jhxvSue4D6b,0OgOvU69S4QuJYTMlIurn0,https://i.scdn.co/image/ab67616d00001e025f8e5c0a5cc2fa99eb585756
2026-02-03,kr,South Korea,84,2,晩餐歌 - Bansanka,tuki.,1Y5vJqABeI6QI6R95EDV6o,075HUD50Nuea3rNaABIsNZ,https://i.scdn.co/image/ab67616d00001e022d68ffbcaeaa5e6fbe102202
2026-02-03,kr,South Korea,85,6,Say Yes,Loco; Punch,2e4G04F77jxVuDYo44TCSm; 2FgZrgTMX6Sk0VNcOsEPmm,27zrFrtUtWl2urlvjOn5xc,https://i.scdn.co/image/ab67616d00001e02cb95963709806e12d93128d4
2026-02-03,kr,South Korea,86,24,Johnny (Feat. Dynamicduo),Primary; Dynamicduo,4QDcs3XrA8uHUZ7Xt9Ytep; 4nvFFLtv7ZqoTr83387uK4,4OHq2ao4pXmGq9OOuP3lxb,https://i.scdn.co/image/ab67616d00001e02308e46cf4811ea55fa815c65
2026-02-03,kr,South Korea,87,7,luther (with sza),Kendrick Lamar; SZA,2YZyLoL8N0Wb9xBt1NhZWg; 7tYKF4w9nC0nq9CsPZTHyP,2CGNAOSuO1MEFCbBRgUzjd,https://i.scdn.co/image/ab67616d00001e027e5e269471fe4a43a42e2f15
2026-02-03,kr,South Korea,88,19,A Little Girl,OHHYUK,68TCVp5t1Dxi2TvNuYoYK0,1N9TrsZZXX8GQvOvD3PV23,https://i.scdn.co/image/ab67616d00001e0298cebc1a9eb5555af0e1cade
2026-02-03,kr,South Korea,89,27,We Are,Woo; Loco; GRAY,5a8EJtOEbUJDF4RX3mKK02; 2e4G04F77jxVuDYo44TCSm; 3kPEBSt7qgVoRZSbIXMr7W,2SMq0lOqCTHayWa9juoI0d,https://i.scdn.co/image/ab67616d00001e0280af1bc4fa047ba0e2f17c04
2026-02-03,kr,South Korea,90,7,You Were Beautiful,DAY6,5TnQc2N1iKlFjYD7CPGvFc,3FR2yqZsG07NhXz7uPyUyC,https://i.scdn.co/image/ab67616d00001e02877b49fcef4d02bb0bc0adc8
2026-02-03,kr,South Korea,91,24,HOT,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,24Y63uAvj6Oc9jGuTlhlgf,https://i.scdn.co/image/ab67616d00001e022e573f25565a8c2d1ae5e4d6
2026-02-03,kr,South Korea,92,54,사랑의 바보,The NuTs,56NKtypwi90dIOb5ZQZwHb,3wYDgvDi82GUU1NPy2roYp,https://i.scdn.co/image/ab67616d00001e020b66d2c29d697c27f25c51c3
2026-02-03,kr,South Korea,93,6,Home Sweet Home,"Car, the garden",7c1HgFDe8ogy5NOZ1ANCJQ,5Xf2cIARIa9gwWf6m4DvME,https://i.scdn.co/image/ab67616d00001e029a4d16624132929793f2f872
2026-02-03,kr,South Korea,94,1,Here With Me,d4vd,5y8tKLUfMvliMe8IKamR32,0dS2u2UFd88TIzDDaZDLvS,https://i.scdn.co/image/ab67616d00001e02e5ff1941799cd30cb2aa072b
2026-02-03,kr,South Korea,95,4,EVERYTHING,The Black Skirts,6WeDO4GynFmK4OxwkBzMW8,19Hg1UCZaCdpHB37L7x63X,https://i.scdn.co/image/ab67616d00001e0210b3ebc65d2f65964cf461d8
2026-02-03,kr,South Korea,96,20,Officially Missing You,Geeks,5VxfguafjfSdJcN10ACVZe,7CkjU55ROZSwb95dzGan0o,https://i.scdn.co/image/ab67616d00001e02a2983d364025534e7d2609bf
2026-02-03,kr,South Korea,97,43,instagram,DEAN,3eCd0TZrBPm2n9cDG6yWfF,6z1kLsntE7FuzKZHZWrXYN,https://i.scdn.co/image/ab67616d00001e024ee9dc60013d5648d0f23bcc
2026-02-03,kr,South Korea,98,13,"Love over hip hop, money over love (feat. Basick)",noahjooda; Basick,5MnVIg8khTLdt3CgVDWcNE; 7pXKdkQsYFCMG2omRxheJ2,3g8mimqqxsAEtkktm1TYEk,https://i.scdn.co/image/ab67616d00001e02a750b53f042970f6cc85c49c
2026-02-03,kr,South Korea,99,5,시작의 아이 ハジマリのコ (Starting With You),MAKTUB,0frNU3rG4ltOP4GNBA1g4j,2GMKQPMXdOGXsQkDYBN6wF,https://i.scdn.co/image/ab67616d00001e02bcf1f3553680cf2326669159
2026-02-03,kr,South Korea,100,1,CROOKED,G-DRAGON,30b9WulBM8sFuBo17nNq9c,4EwNWRBWdZ6bgvxRHlZ8OO,https://i.scdn.co/image/ab67616d00001e023dbdbd0023f1e1c08cd5a6c9
2026-02-03,kr,South Korea,101,1,Gabriela,KATSEYE,3c0gDdb9lhnHGFtP4prQpn,1xOqGUkyxGQRdCvGpvWKmL,https://i.scdn.co/image/ab67616d00001e02f8d4d00ffe09373efb13ce29
2026-02-03,kr,South Korea,102,17,"LOV3 (Feat. Bryan Chase, Okasian)",Sik-K; Lil Moshpit; Bryan Chase; Okasian,5DIi2JWfQPTKffaVBlIYRn; 0tVSrjQ0NpDlecsJwGmrMy; 0qOcjTObT75YJLbDBfSgXw; 5XdnR0kqQUWzeTDdsJNulO,1QC4Ztt2GlFWpdSMLwt5ol,https://i.scdn.co/image/ab67616d00001e0273353f72d6760d107a955847
2026-02-03,kr,South Korea,103,50,가시,BUZZ,4SdXXEHKFa5NSoh10QxeN2,7csMuPqdOPaFKby0AoRYL5,https://i.scdn.co/image/ab67616d00001e02b1b79c8d3dd18607fe573f18
2026-02-03,kr,South Korea,104,37,No Make Up,Zion.T,5HenzRvMtSrgtvU16XAoby,4ppKRxity3jJd2hGoVyD4u,https://i.scdn.co/image/ab67616d00001e0204b20cc263631b9af21fcb61
2026-02-03,kr,South Korea,105,16,The last stop of our pain,HANRORO,5wVJpXzuKV6Xj7Yhsf2uYx,4kWRjkhMIGMnyWpYc8L7no,https://i.scdn.co/image/ab67616d00001e027f41b01c300431088a297688
2026-02-03,kr,South Korea,106,2,ベテルギウス,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,4JK1kDUdH9RTBQrrSO1QfR,https://i.scdn.co/image/ab67616d00001e02d0bd51668da5629aa0cc77d8
2026-02-03,kr,South Korea,107,5,HAPPY,DAY6,5TnQc2N1iKlFjYD7CPGvFc,1k68vKHNQXU5CHqcM7Yp7N,https://i.scdn.co/image/ab67616d00001e020309970945710645006b9c9e
2026-02-03,kr,South Korea,108,23,BIRDS OF A FEATHER,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,6dOtVTDdiauQNBQEDOtlAB,https://i.scdn.co/image/ab67616d00001e0271d62ea7ea8a5be92d3c1f62
2026-02-03,kr,South Korea,109,17,Daydream,WENDY,0FRUZvZNPzM3YJMABJxf2K,5EzhW71tVR5Rad6TdvdYKq,https://i.scdn.co/image/ab67616d00001e025843a249f88fed1b0ef716e1
2026-02-03,kr,South Korea,110,3,Nothing Without Your Love,Jin,5vV3bFXnN6D6N3Nj4xRvaV,4H6s1mTZcjHAMU36ZF3Xoz,https://i.scdn.co/image/ab67616d00001e0289228504f700641956e29f5d
2026-02-03,kr,South Korea,111,18,Really Like You,BABYMONSTER,1SIocsqdEefUTE6XKGUiVS,5xqM1HOndjxfH7NmyD8SVS,https://i.scdn.co/image/ab67616d00001e02119800c5fc88785ee3ed1524
2026-02-03,kr,South Korea,112,32,Rhapsody of Sadness,Lim Jae Hyun,3GXxRsiCLmZvM5oSeHbNdO,3HIDWyZGwSe5MhrSP890nc,https://i.scdn.co/image/ab67616d00001e02cf40f40bb6163fc44c8b4253
2026-02-03,kr,South Korea,113,35,OMG,NewJeans,6HvZYsbFfjnjFrWF950C9d,65FftemJ1DbbZ45DUfHJXE,https://i.scdn.co/image/ab67616d00001e02d70036292d54f29e8b68ec01
