captured_date,market,market_name,rank,rank_change,track_name,artist_names,artist_spotify_ids,track_spotify_id,image_url
2026-03-13,sg,Singapore,36,3,像晴天像雨天（电视剧《难哄》心动曲）,Silence Wang,0PdNEiQ3MsJGCEgE13Tz60,1zFuSla4RQ5qAJwDIQYixW,https://i.scdn.co/image/ab67616d00001e02e315e968f364d79e460d8f62
2026-03-13,sg,Singapore,37,2,Homewrecker,sombr,4G9NDjRyZFDlJKMRL8hx3S,7tICCrK3CcyRFKza7yrR0z,https://i.scdn.co/image/ab67616d00001e029a8d41dca4c7d0ef23d76dd7
2026-03-13,sg,Singapore,38,6,Gabriela,KATSEYE,3c0gDdb9lhnHGFtP4prQpn,1xOqGUkyxGQRdCvGpvWKmL,https://i.scdn.co/image/ab67616d00001e02f8d4d00ffe09373efb13ce29
2026-03-13,sg,Singapore,39,1,嘉賓,张远,4Q6r8rqOodVCDkbAYm7F18,5jAmIkIpskwu2hRz2YaEHi,https://i.scdn.co/image/ab67616d00001e02c74b8ff07fe68b72b31c852e
2026-03-13,sg,Singapore,40,3,Good Goodbye,HWASA,7bmYpVgQub656uNTu6qGNQ,3cLXrotzCjYCkN73PewALM,https://i.scdn.co/image/ab67616d00001e02f7ec5c454a78dfb0086c0c97
2026-03-13,sg,Singapore,41,New,All I Did Was Dream of You (feat. The Marías),beabadoobee; The Marías,35l9BRT7MXmM8bv2WDQiyB; 2sSGPbdZJkaSE2AbcGOACx,0qWoOHqTirzo59FQ9eoECH,https://i.scdn.co/image/ab67616d00001e02e0cd9495603ed7f6b4867494
2026-03-13,sg,Singapore,42,4,Champion,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,43BJVWcBzHRIDaQCg7abnX,https://i.scdn.co/image/ab67616d00001e02d885644b72d5254dd621dc45
2026-03-13,sg,Singapore,43,2,Sailor Song,Gigi Perez,1iCnM8foFssWlPRLfAbIwo,21IYMdzTrzSe191Cy5eMap,https://i.scdn.co/image/ab67616d00001e0249c26270052e1671add569c1
2026-03-13,sg,Singapore,44,2,I Thought I Saw Your Face Today,She & Him,3CIRif6ZAedT7kZSPvj2A4,0myRViRgmQ3J8izICXEAVO,https://i.scdn.co/image/ab67616d00001e02a47c6d8a934b4833c0916cc9
2026-03-13,sg,Singapore,45,6,bittersweet,Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,6vDVu9IM9s8L8XMQ1c1Yti,https://i.scdn.co/image/ab67616d00001e02391ad22354ea2e90c54f6b14
2026-03-13,sg,Singapore,46,1,Iris,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,6Qyc6fS4DsZjB2mRW9DsQs,https://i.scdn.co/image/ab67616d00001e02eda9478c39a21e1cdc6609ca
2026-03-13,sg,Singapore,47,6,About You,The 1975,3mIj9lX2MWuHmhNCA7LSCW,3hEfpBHxgieRLz4t3kLNEg,https://i.scdn.co/image/ab67616d00001e0200702474f8e0e2b6155d48e3
2026-03-13,sg,Singapore,48,4,擱淺,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,0cOMncRq4cmDLO4tPQnkBF,https://i.scdn.co/image/ab67616d00001e0200b976d1df4243e5318a7712
2026-03-13,sg,Singapore,49,1,WILDFLOWER,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,3QaPy1KgI7nu9FJEQUgn6h,https://i.scdn.co/image/ab67616d00001e0271d62ea7ea8a5be92d3c1f62
2026-03-13,sg,Singapore,50,2,Dance With Me,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,1myZ6GQewhAzMH2dKtKSWK,https://i.scdn.co/image/ab67616d00001e023eb8dc748f7efb1470f74395
2026-03-13,sg,Singapore,51,8,善后,马师傅,0M668HC4fq39Ls98rUdsyS,6gYS6CQc7UMnj0Ubq3C0QT,https://i.scdn.co/image/ab67616d00001e023e8cd6ae4415fbaae876d3be
2026-03-13,sg,Singapore,52,6,That’s So True,Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,7ne4VBA60CxGM75vw0EYad,https://i.scdn.co/image/ab67616d00001e021dac3694b3289cd903cb3acf
2026-03-13,sg,Singapore,53,–,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd; JENNIE; Lily-Rose Depp,1Xyo4u8uXC1ZmMpatF05PJ; 250b0Wlc5Vk0CoUsaCY84M; 1pBLC0qVRTB5zVMuteQ9jJ,7CyPwkp0oE8Ro9Dd5CUDjW,https://i.scdn.co/image/ab67616d00001e02b0dd6a5cd1dec96c4119c262
2026-03-13,sg,Singapore,54,5,BANG BANG,IVE,6RHTUrRF63xao58xh9FXYJ,7pBE8YpFoZ9ankC2Ci5z9X,https://i.scdn.co/image/ab67616d00001e02ad80a9aabc17535c5eeb5317
2026-03-13,sg,Singapore,55,1,E85,Don Toliver,4Gso3d4CscCijv0lmajZWs,3B4cjvGlPvyBLNG3AzEgkZ,https://i.scdn.co/image/ab67616d00001e0225c28f3c9fbdbab1a88dd619
2026-03-13,sg,Singapore,56,New,Home (feat. Hikaru Utada),Charlie Puth; Hikaru Utada,6VuMaDnrHyPL1p4EHjYLi7; 7lbSsjYACZHn1MSDXPxNF2,4V9fJ12KcWd78OSAqYNO9r,https://i.scdn.co/image/ab67616d00001e02674523e990240dc0317a82c6
2026-03-13,sg,Singapore,57,12,NO BATIDÃO,ZXKAI; slxughter,5tIkxADHN80ca0K6HCpWIt; 1M02J1PLobtQYok93DEvVa,7vg9noSnFEyPfwLiaCW4vi,https://i.scdn.co/image/ab67616d00001e027bff89cf90806ae22a6b72df
2026-03-13,sg,Singapore,58,17,That's What I Like,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,0KKkJNfGyhkQ5aFogxQAPU,https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5
2026-03-13,sg,Singapore,59,2,Yellow,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3AJwUDP919kvQ9QcozQPxg,https://i.scdn.co/image/ab67616d00001e029164bafe9aaa168d93f4816a
2026-03-13,sg,Singapore,60,16,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,6VuMaDnrHyPL1p4EHjYLi7; 0C8ZW7ezQVs4URX5aX7Kqx,54PbBpquVfhfrwRwvjSXbI,https://i.scdn.co/image/ab67616d00001e0215145482a542a9adb282250b
2026-03-13,sg,Singapore,61,20,It Will Rain,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,4rMNgxEwGWoPHIUcvB5BrB,https://i.scdn.co/image/ab67616d00001e02dec2e6bae5062b94fc4eeb84
2026-03-13,sg,Singapore,62,10,Jodoh Lebaran,Aisha Retno,1eizIry8svwmH0cSjLUEYy,3BcxLgdfM9wR2cyfMuyHL9,https://i.scdn.co/image/ab67616d00001e029039649215a69fd8eabf4286
2026-03-13,sg,Singapore,63,3,we can't be friends (wait for your love),Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,51ZQ1vr10ffzbwIjDCwqm4,https://i.scdn.co/image/ab67616d00001e028b58d20f1b77295730db15b4
2026-03-13,sg,Singapore,64,8,CHANEL,Tyla,3SozjO3Lat463tQICI9LcE,4VxTzYm00mg82MuoT35Ja7,https://i.scdn.co/image/ab67616d00001e02c67cc9596a3252490933e2f9
2026-03-13,sg,Singapore,65,13,luther (with sza),Kendrick Lamar; SZA,2YZyLoL8N0Wb9xBt1NhZWg; 7tYKF4w9nC0nq9CsPZTHyP,2CGNAOSuO1MEFCbBRgUzjd,https://i.scdn.co/image/ab67616d00001e027e5e269471fe4a43a42e2f15
2026-03-13,sg,Singapore,66,21,Style,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0ug5NqcwcFR2xrfTkc7k8e,https://i.scdn.co/image/ab67616d00001e0252b2a3824413eefe9e33817a
2026-03-13,sg,Singapore,67,2,Folded,Kehlani,0cGUm45nv7Z6M6qdXYQGTX,0bxPRWprUVpQK0UFcddkrA,https://i.scdn.co/image/ab67616d00001e02ce5bc87f637b46ad01831fc4
2026-03-13,sg,Singapore,68,4,Night Changes,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,5O2P9iiztwhomNh8xkR9lJ,https://i.scdn.co/image/ab67616d00001e0234a29f220057810cce98e1b4
2026-03-13,sg,Singapore,69,7,toxic till the end,ROSÉ,3eVa5w3URK5duf6eyVDbu9,1z5ebC9238uGoBgzYyvGpQ,https://i.scdn.co/image/ab67616d00001e027be65ce6672ed7e5aac6e966
2026-03-13,sg,Singapore,70,9,blue,yung kai,6zO1dZ40fTZ5hY9NnnRJSk,6W614n8yLUeS3zsZSeBwyq,https://i.scdn.co/image/ab67616d00001e02def6ffd0e4b80cb0d2a0d00f
2026-03-13,sg,Singapore,71,5,Manchild,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2BwO5K8Q7EPAJSGze3AAh9,https://i.scdn.co/image/ab67616d00001e02b1863bf95557ea7f357c4947
2026-03-13,sg,Singapore,72,32,Locked out of Heaven,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,5g7sDjBhZ4I3gcFIpkrLuI,https://i.scdn.co/image/ab67616d00001e02926f43e7cce571e62720fd46
2026-03-13,sg,Singapore,73,18,在加納共和國離婚,Firdhaus; DIOR 大穎,6fOqdhRNsMQqtwRwgo3NUv; 0czbvTRVGHfCdRsJLxbBGQ,6GyUt7yJ0sOktc5HjvVnFh,https://i.scdn.co/image/ab67616d00001e02bd7cdd9987dede8f59e62ec6
2026-03-13,sg,Singapore,74,4,From The Start,Laufey,7gW0r5CkdEUMm42w9XpyZO,43iIQbw5hx986dUEZbr3eN,https://i.scdn.co/image/ab67616d00001e0274c732f8aa0e0ccbb3d17d96
2026-03-13,sg,Singapore,75,14,離開我的依賴,Evangeline Wong,7sEIHkZXRzGa3OBUCCxzU5,28VBdtYc5Cpmey4Cpvcrby,https://i.scdn.co/image/ab67616d00001e02bc2f8151c384496d34c683df
2026-03-13,sg,Singapore,76,14,Payphone,Maroon 5; Wiz Khalifa,04gDigrS5kc9YWfZHwBETP; 137W8MRPWKqSmrBGDBFSop,1XGmzt0PVuFgQYYnV2It7A,https://i.scdn.co/image/ab67616d00001e02fc8633e22a7dba6aab817bff
2026-03-13,sg,Singapore,77,6,晴天,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,5pIcwtJYNJx93l420oR2Vm,https://i.scdn.co/image/ab67616d00001e026850b3307853e0753ed53cc5
2026-03-13,sg,Singapore,78,11,NOT CUTE ANYMORE,ILLIT,36cgvBn0aadzOijnjjwqMN,1k0JAiH11gHL9dc5dfQjQr,https://i.scdn.co/image/ab67616d00001e023d09075f6c7fabe9a7234cb3
2026-03-13,sg,Singapore,79,6,Just Keep Watching (From F1® The Movie),Tate McRae; F1 The Album,45dkTj5sMRSjrmBSBeiHym; 3aly4xJOy3LVznzvRIvFYC,2yWlGEgEfPot0lv3OAjuG3,https://i.scdn.co/image/ab67616d00001e02a23d1b3449fb415346735a08
2026-03-13,sg,Singapore,80,6,爱怎么了,陈村长,6zEkJebB8dCxTGyvyYa8FA,0c9gjnRGBRke9VmLaZWmhM,https://i.scdn.co/image/ab67616d00001e02fceba8f8dae0d3dc2640e955
2026-03-13,sg,Singapore,81,4,Winter Ahead (with PARK HYO SHIN),V; Park Hyo Shin,3JsHnjpbhX4SnySpvpa9DK; 57htMBtzpppc1yoXgjbslj,7G7mSV4BebkoHWwKTDvXu9,https://i.scdn.co/image/ab67616d00001e0216ba2a3622bd0d0d985e3234
2026-03-13,sg,Singapore,82,7,Photograph,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6fxVffaTuwjgEk5h9QyRjy,https://i.scdn.co/image/ab67616d00001e0213b3e37318a0c247b550bccd
2026-03-13,sg,Singapore,83,6,DAISIES,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,5BZsQlgw21vDOAjoqkNgKb,https://i.scdn.co/image/ab67616d00001e02d65c4773bc5061fd27facc5b
2026-03-13,sg,Singapore,84,4,No One Noticed,The Marías,2sSGPbdZJkaSE2AbcGOACx,3siwsiaEoU4Kuuc9WKMUy5,https://i.scdn.co/image/ab67616d00001e028aa339341a0b0c813909c831
2026-03-13,sg,Singapore,85,3,Cruel Summer,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1BxfuPKGuaTgP7aM0Bbdwr,https://i.scdn.co/image/ab67616d00001e02e787cffec20aa2a396a61647
2026-03-13,sg,Singapore,86,3,Ghost,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,6I3mqTwhRpn34SLVafSH7G,https://i.scdn.co/image/ab67616d00001e02e6f407c7f3a0ec98845e4431
2026-03-13,sg,Singapore,87,7,Just the Way You Are,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,7BqBn9nzAq8spo5e7cZ0dJ,https://i.scdn.co/image/ab67616d00001e027039c1c841fc3dfa2ad8a0d8
2026-03-13,sg,Singapore,88,29,number one girl,ROSÉ,3eVa5w3URK5duf6eyVDbu9,1lcBt7LoEikqYmhUoa2cez,https://i.scdn.co/image/ab67616d00001e027be65ce6672ed7e5aac6e966
2026-03-13,sg,Singapore,89,31,Starboy,The Weeknd; Daft Punk,1Xyo4u8uXC1ZmMpatF05PJ; 4tZwfgrHOc3mvqYlEYSvVi,7MXVkk9YMctZqd1Srtv4MB,https://i.scdn.co/image/ab67616d00001e024718e2b124f79258be7bc452
2026-03-13,sg,Singapore,90,4,Espresso,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2HRqTpkrJO5ggZyyK6NPWz,https://i.scdn.co/image/ab67616d00001e02fd8d7a8d96871e791cb1f626
2026-03-13,sg,Singapore,91,23,这是你期盼的长大吗,ZQS,6CvqU8itTtfpm1E8Pvez33,3AKYofM0vFekNthGbpjMpN,https://i.scdn.co/image/ab67616d00001e022d90720b3c403c14594ac23a
2026-03-13,sg,Singapore,92,–,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,Eric Chou,5fEQLwq1BWWQNR8GzhOIvi,2gug6MRv4xQFYi9LA3PJCS,https://i.scdn.co/image/ab67616d00001e0205e895059be31891a3e0f01d
2026-03-13,sg,Singapore,93,New,The Visitor,SIENNA SPIRO,02gSuSAWEdWa5UOvqzjX6v,36OpC3NK7kQzcOo8qiCHaA,https://i.scdn.co/image/ab67616d00001e02ef729e70c894394c1a4461fb
2026-03-13,sg,Singapore,94,23,Somewhere Only We Know,Keane,53A0W3U0s8diEn9RhXQhVz,0ll8uFnc0nANY35E0Lfxvg,https://i.scdn.co/image/ab67616d00001e027d6cd95a046a3c0dacbc7d33
2026-03-13,sg,Singapore,95,31,Kiss It Better,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,0UHB9METy4VCXNgkcGqHqS,https://i.scdn.co/image/ab67616d00001e026be9bac15995f089579074de
2026-03-13,sg,Singapore,96,35,"All The Stars (with SZA) - From ""Black Panther: The Album""",Kendrick Lamar; SZA,2YZyLoL8N0Wb9xBt1NhZWg; 7tYKF4w9nC0nq9CsPZTHyP,3GCdLUSnKSMJhs4Tj6CV3s,https://i.scdn.co/image/ab67616d00001e02c027ad28821777b00dcaa888
2026-03-13,sg,Singapore,97,34,Coming Up Roses,Harry Styles,6KImCVD70vtIoJWnq6nGn3,0QPdjsMOUhwouq1NS3HwfQ,https://i.scdn.co/image/ab67616d00001e0274959140f550b11049c18a38
2026-03-13,sg,Singapore,98,5,Something Just Like This,The Chainsmokers; Coldplay,69GGBxA162lTqCwzJG5jLp; 4gzpq5DPGxSnKTe4SA8HAU,6RUKPb4LETWmmr3iAEQktW,https://i.scdn.co/image/ab67616d00001e020c13d3d5a503c84fcc60ae94
2026-03-13,sg,Singapore,99,6,Drag Path,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,0TlcczkVTGpinpkGJpT81L,https://i.scdn.co/image/ab67616d00001e02b5b991fd65053a3acb8c2db2
2026-03-13,sg,Singapore,100,6,Sweet Boy,Malcolm Todd,7eKkW1zo5uzW8kUntiiBvz,59c2xv2kMzYM6HR9oY6BIa,https://i.scdn.co/image/ab67616d00001e022c1f34ecc1929fb59908aad1
2026-03-13,sg,Singapore,101,43,感谢你曾来过,阿涵; Ayo97,0Nu7uGMynoaIdKnfLRgxJ8; 3RZsYqWpNRBTPoJ8oqsAwW,1JLtvvPsHwLyd2ufASdkWV,https://i.scdn.co/image/ab67616d00001e025032acc6e82b53aa2e4b17bd
2026-03-13,sg,Singapore,102,9,最后一页 - Live,王赫野; 姚晓棠,2sAy0e2cL6jbo0ukxlxWNJ; 011UpPnnyUWchmKVyFFByL,0ahuxmprOO8tfKpG5Sgkt2,https://i.scdn.co/image/ab67616d00001e029f9f941d637e298723ba80b7
2026-03-13,sg,Singapore,103,12,"Pavazha Malli - From ""Think Indie""",Sai Abhyankkar; Shruti Haasan; Vivek,5jJrJU7VVmxQQLcLAmmxXc; 06vOoTzj6cIac9FMbNXz9h; 25Pa1Vz1ZuTHmXPiYeMcgx,4yur1GSBfuS1VADyUYocqd,https://i.scdn.co/image/ab67616d00001e02f5f2a6705dfe3c2fe11028c8
2026-03-13,sg,Singapore,104,6,When I Was Your Man,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,0B7wvvmu9EISAwZnOpjhNI,https://i.scdn.co/image/ab67616d00001e02926f43e7cce571e62720fd46
2026-03-13,sg,Singapore,105,29,The One That Got Away,Katy Perry,6jJ0s89eD6GaHleKKya26X,6hkOqJ5mE093AQf2lbZnsG,https://i.scdn.co/image/ab67616d00001e021d955011a3ed477dc77865ad
2026-03-13,sg,Singapore,106,10,Talking to the Moon,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,161DnLWsx1i3u1JT05lzqU,https://i.scdn.co/image/ab67616d00001e027039c1c841fc3dfa2ad8a0d8
2026-03-13,sg,Singapore,107,7,Love Me Harder,Ariana Grande; The Weeknd,66CXWjxzNUsdJxJ2JdwvnR; 1Xyo4u8uXC1ZmMpatF05PJ,5J4ZkQpzMUFojo1CtAZYpn,https://i.scdn.co/image/ab67616d00001e02deec12a28d1e336c5052e9aa
2026-03-13,sg,Singapore,108,4,Viva La Vida,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1mea3bSkSGXuIRvnydlB5b,https://i.scdn.co/image/ab67616d00001e02e21cc1db05580b6f2d2a3b6e
2026-03-13,sg,Singapore,109,8,Multo,Cup of Joe,61nn6nOoLWjVC1ER2qFAvN,5tlb0AxuzsMWL2GtEppXGX,https://i.scdn.co/image/ab67616d00001e0285a7fd707d00e5d255807add
2026-03-13,sg,Singapore,110,2,Closer,The Chainsmokers; Halsey,69GGBxA162lTqCwzJG5jLp; 26VFTg2z8YR0cCuwLzESi2,7BKLCZ1jbUBVqRi2FVlTVw,https://i.scdn.co/image/ab67616d00001e02495ce6da9aeb159e94eaa453
2026-03-13,sg,Singapore,111,14,Always,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,2LlOeW5rVcvl3QcPNPcDus,https://i.scdn.co/image/ab67616d00001e027c68face1dc58127f3a7b1cc
